comparison_type,method,model_name,display_name,sample_id,nearest_sample_id,selection_group,nearest_selection_group,true_class_name,nearest_true_class_name,feature_distance,same_selection_group,same_true_class,top_k_overlap,jaccard_similarity,rank_correlation,signed_cosine_similarity,abs_cosine_similarity
nearest_neighbor_explanation_stability,SHAP,logistic_regression,Logistic Regression,7426,12838,sira_predicted_as_dermason,correct_dermason,SIRA,DERMASON,0.8676310947511058,False,False,1.0,1.0,0.7,0.9930169400030407,0.9930169400030407
nearest_neighbor_explanation_stability,SHAP,decision_tree,Decision Tree,7426,12838,sira_predicted_as_dermason,correct_dermason,SIRA,DERMASON,0.8676310947511058,False,False,0.6,0.42857142857142855,0.07272727272727272,0.8995726742706855,0.8995726742706855
nearest_neighbor_explanation_stability,SHAP,random_forest,Random Forest,7426,12838,sira_predicted_as_dermason,correct_dermason,SIRA,DERMASON,0.8676310947511058,False,False,0.8,0.6666666666666666,0.6571428571428573,0.8408617763184005,0.8408617763184005
nearest_neighbor_explanation_stability,SHAP,mlp,MLP,7426,12838,sira_predicted_as_dermason,correct_dermason,SIRA,DERMASON,0.8676310947511058,False,False,0.6,0.42857142857142855,0.01818181818181818,0.6848006064035261,0.6848006064035261
nearest_neighbor_explanation_stability,LIME,logistic_regression,Logistic Regression,7426,12838,sira_predicted_as_dermason,correct_dermason,SIRA,DERMASON,0.8676310947511058,False,False,0.6,0.42857142857142855,-0.7636363636363637,0.26660923408603454,0.26660923408603454
nearest_neighbor_explanation_stability,LIME,decision_tree,Decision Tree,7426,12838,sira_predicted_as_dermason,correct_dermason,SIRA,DERMASON,0.8676310947511058,False,False,0.6,0.42857142857142855,0.09090909090909091,0.6743103652586128,0.6743103652586128
nearest_neighbor_explanation_stability,LIME,random_forest,Random Forest,7426,12838,sira_predicted_as_dermason,correct_dermason,SIRA,DERMASON,0.8676310947511058,False,False,0.8,0.6666666666666666,-0.7142857142857143,0.6113645071488838,0.6113645071488838
nearest_neighbor_explanation_stability,LIME,mlp,MLP,7426,12838,sira_predicted_as_dermason,correct_dermason,SIRA,DERMASON,0.8676310947511058,False,False,0.4,0.25,-0.525,0.20967659614662562,0.20967659614662562
nearest_neighbor_explanation_stability,SHAP,logistic_regression,Logistic Regression,7434,7683,sira_predicted_as_dermason,sira_predicted_as_dermason,SIRA,SIRA,0.7745554372010831,True,True,0.6,0.42857142857142855,-0.6,0.06172191800899537,0.5884010619285734
nearest_neighbor_explanation_stability,SHAP,decision_tree,Decision Tree,7434,7683,sira_predicted_as_dermason,sira_predicted_as_dermason,SIRA,SIRA,0.7745554372010831,True,True,0.6,0.42857142857142855,0.12727272727272726,0.02206524796842573,0.32760461503462185
nearest_neighbor_explanation_stability,SHAP,random_forest,Random Forest,7434,7683,sira_predicted_as_dermason,sira_predicted_as_dermason,SIRA,SIRA,0.7745554372010831,True,True,0.6,0.42857142857142855,0.2,0.6393024223964474,0.6393024223964474
nearest_neighbor_explanation_stability,SHAP,mlp,MLP,7434,7683,sira_predicted_as_dermason,sira_predicted_as_dermason,SIRA,SIRA,0.7745554372010831,True,True,0.6,0.42857142857142855,-0.7454545454545455,0.30478629182905576,0.30478629182905576
nearest_neighbor_explanation_stability,LIME,logistic_regression,Logistic Regression,7434,7683,sira_predicted_as_dermason,sira_predicted_as_dermason,SIRA,SIRA,0.7745554372010831,True,True,0.4,0.25,-0.65,0.1363141595046141,0.1363141595046141
nearest_neighbor_explanation_stability,LIME,decision_tree,Decision Tree,7434,7683,sira_predicted_as_dermason,sira_predicted_as_dermason,SIRA,SIRA,0.7745554372010831,True,True,0.6,0.42857142857142855,0.4,0.737776722451549,0.737776722451549
nearest_neighbor_explanation_stability,LIME,random_forest,Random Forest,7434,7683,sira_predicted_as_dermason,sira_predicted_as_dermason,SIRA,SIRA,0.7745554372010831,True,True,0.8,0.6666666666666666,-0.4285714285714286,0.7152849774133836,0.7152849774133836
nearest_neighbor_explanation_stability,LIME,mlp,MLP,7434,7683,sira_predicted_as_dermason,sira_predicted_as_dermason,SIRA,SIRA,0.7745554372010831,True,True,0.6,0.42857142857142855,-0.4727272727272727,0.2810851844192413,0.2810851844192413
nearest_neighbor_explanation_stability,SHAP,logistic_regression,Logistic Regression,7526,7636,sira_predicted_as_dermason,correct_sira,SIRA,SIRA,0.7386182853465771,False,True,0.6,0.42857142857142855,-0.6,0.10103236694504966,0.554914800226524
nearest_neighbor_explanation_stability,SHAP,decision_tree,Decision Tree,7526,7636,sira_predicted_as_dermason,correct_sira,SIRA,SIRA,0.7386182853465771,False,True,0.2,0.1111111111111111,-0.7363636363636364,-0.056408276807200335,0.056408276807200335
nearest_neighbor_explanation_stability,SHAP,random_forest,Random Forest,7526,7636,sira_predicted_as_dermason,correct_sira,SIRA,SIRA,0.7386182853465771,False,True,0.2,0.1111111111111111,-0.7363636363636364,-0.1467513936013522,0.1467513936013522
nearest_neighbor_explanation_stability,SHAP,mlp,MLP,7526,7636,sira_predicted_as_dermason,correct_sira,SIRA,SIRA,0.7386182853465771,False,True,0.8,0.6666666666666666,0.48571428571428577,0.8315457521446343,0.8315457521446343
nearest_neighbor_explanation_stability,LIME,logistic_regression,Logistic Regression,7526,7636,sira_predicted_as_dermason,correct_sira,SIRA,SIRA,0.7386182853465771,False,True,0.2,0.1111111111111111,-0.8636363636363635,0.05007631109569976,0.05007631109569976
nearest_neighbor_explanation_stability,LIME,decision_tree,Decision Tree,7526,7636,sira_predicted_as_dermason,correct_sira,SIRA,SIRA,0.7386182853465771,False,True,0.4,0.25,0.025,0.2503997023381269,0.6361660416194945
nearest_neighbor_explanation_stability,LIME,random_forest,Random Forest,7526,7636,sira_predicted_as_dermason,correct_sira,SIRA,SIRA,0.7386182853465771,False,True,0.6,0.42857142857142855,-0.2727272727272727,0.5680426180345155,0.5680426180345155
nearest_neighbor_explanation_stability,LIME,mlp,MLP,7526,7636,sira_predicted_as_dermason,correct_sira,SIRA,SIRA,0.7386182853465771,False,True,0.6,0.42857142857142855,-0.18181818181818182,0.48292495591455237,0.48292495591455237
nearest_neighbor_explanation_stability,SHAP,logistic_regression,Logistic Regression,7568,7426,sira_predicted_as_dermason,sira_predicted_as_dermason,SIRA,SIRA,0.936929679198692,True,True,1.0,1.0,0.7,0.9854340291377423,0.9854340291377423
nearest_neighbor_explanation_stability,SHAP,decision_tree,Decision Tree,7568,7426,sira_predicted_as_dermason,sira_predicted_as_dermason,SIRA,SIRA,0.936929679198692,True,True,0.4,0.25,-0.55,0.14281858575038428,0.14281858575038428
nearest_neighbor_explanation_stability,SHAP,random_forest,Random Forest,7568,7426,sira_predicted_as_dermason,sira_predicted_as_dermason,SIRA,SIRA,0.936929679198692,True,True,0.4,0.25,-0.65,-0.15017424458812423,0.42705567628838265
nearest_neighbor_explanation_stability,SHAP,mlp,MLP,7568,7426,sira_predicted_as_dermason,sira_predicted_as_dermason,SIRA,SIRA,0.936929679198692,True,True,0.6,0.42857142857142855,-0.6,0.44113918782672396,0.44113918782672396
