comparison_type,method,model_a,model_b,model_pair,sample_id,row_index,selection_group,true_label,true_class_name,top_k_overlap,jaccard_similarity,rank_correlation,signed_cosine_similarity,abs_cosine_similarity
cross_model_same_method,SHAP,logistic_regression,mlp,Logistic Regression vs MLP,12383,386,correct_dermason,3,DERMASON,0.6,0.42857142857142855,-0.4,0.5874470109266109,0.5874470109266109
cross_model_same_method,SHAP,decision_tree,random_forest,Decision Tree vs Random Forest,12383,386,correct_dermason,3,DERMASON,0.4,0.25,0.1,0.6022807266922032,0.6022807266922032
cross_model_same_method,SHAP,decision_tree,mlp,Decision Tree vs MLP,12383,386,correct_dermason,3,DERMASON,0.6,0.42857142857142855,-0.14545454545454545,0.5716443858520618,0.5716443858520618
cross_model_same_method,SHAP,random_forest,mlp,Random Forest vs MLP,12383,386,correct_dermason,3,DERMASON,0.4,0.25,-0.55,0.3440720104546548,0.3440720104546548
cross_model_same_method,SHAP,logistic_regression,decision_tree,Logistic Regression vs Decision Tree,12838,2412,correct_dermason,3,DERMASON,0.8,0.6666666666666666,0.14285714285714288,0.6690510922952556,0.6690510922952556
cross_model_same_method,SHAP,logistic_regression,random_forest,Logistic Regression vs Random Forest,12838,2412,correct_dermason,3,DERMASON,0.8,0.6666666666666666,-0.5428571428571429,0.7301738600987888,0.7301738600987888
cross_model_same_method,SHAP,logistic_regression,mlp,Logistic Regression vs MLP,12838,2412,correct_dermason,3,DERMASON,0.4,0.25,-0.15000000000000002,0.4664926589911818,0.4664926589911818
cross_model_same_method,SHAP,decision_tree,random_forest,Decision Tree vs Random Forest,12838,2412,correct_dermason,3,DERMASON,0.8,0.6666666666666666,0.14285714285714288,0.6909352082200325,0.6909352082200325
cross_model_same_method,SHAP,decision_tree,mlp,Decision Tree vs MLP,12838,2412,correct_dermason,3,DERMASON,0.2,0.1111111111111111,-0.609090909090909,0.07715726348832022,0.07715726348832022
cross_model_same_method,SHAP,random_forest,mlp,Random Forest vs MLP,12838,2412,correct_dermason,3,DERMASON,0.2,0.1111111111111111,-0.7272727272727273,0.20574681887558766,0.20574681887558766
cross_model_same_method,SHAP,logistic_regression,decision_tree,Logistic Regression vs Decision Tree,7636,2067,correct_sira,6,SIRA,0.2,0.1111111111111111,-0.7272727272727273,0.17908436356772348,0.17908436356772348
cross_model_same_method,SHAP,logistic_regression,random_forest,Logistic Regression vs Random Forest,7636,2067,correct_sira,6,SIRA,0.2,0.1111111111111111,-0.2545454545454546,0.35786686127952366,0.35786686127952366
cross_model_same_method,SHAP,logistic_regression,mlp,Logistic Regression vs MLP,7636,2067,correct_sira,6,SIRA,0.4,0.25,-0.275,0.42807178642388916,0.42807178642388916
cross_model_same_method,SHAP,decision_tree,random_forest,Decision Tree vs Random Forest,7636,2067,correct_sira,6,SIRA,0.8,0.6666666666666666,0.3142857142857143,0.8377585163013967,0.8377585163013967
cross_model_same_method,SHAP,decision_tree,mlp,Decision Tree vs MLP,7636,2067,correct_sira,6,SIRA,0.4,0.25,-0.30000000000000004,0.523027194190231,0.523027194190231
cross_model_same_method,SHAP,random_forest,mlp,Random Forest vs MLP,7636,2067,correct_sira,6,SIRA,0.4,0.25,-0.025,0.525171297680354,0.525171297680354
cross_model_same_method,SHAP,logistic_regression,decision_tree,Logistic Regression vs Decision Tree,8943,362,correct_sira,6,SIRA,0.4,0.25,-0.25,0.5362306465948037,0.5362306465948037
cross_model_same_method,SHAP,logistic_regression,random_forest,Logistic Regression vs Random Forest,8943,362,correct_sira,6,SIRA,0.6,0.42857142857142855,-0.03636363636363636,0.602793870800342,0.602793870800342
cross_model_same_method,SHAP,logistic_regression,mlp,Logistic Regression vs MLP,8943,362,correct_sira,6,SIRA,0.2,0.1111111111111111,-0.7727272727272728,0.1547321652463582,0.1547321652463582
