comparison_type,method,model_name,display_name,selection_group,sample_id_a,sample_id_b,row_index_a,row_index_b,true_class_name_a,true_class_name_b,top_k_overlap,jaccard_similarity,rank_correlation,signed_cosine_similarity,abs_cosine_similarity
within_selection_group,SHAP,decision_tree,Decision Tree,sira_predicted_as_dermason,7434,7568,693,1414,SIRA,SIRA,0.2,0.1111111111111111,-0.8181818181818182,0.041531514257756495,0.041531514257756495
within_selection_group,SHAP,decision_tree,Decision Tree,sira_predicted_as_dermason,7434,7604,693,217,SIRA,SIRA,0.4,0.25,0.025,0.7054532167490255,0.7054532167490255
within_selection_group,SHAP,decision_tree,Decision Tree,sira_predicted_as_dermason,7434,7683,693,2179,SIRA,SIRA,0.6,0.42857142857142855,0.12727272727272726,0.02206524796842573,0.32760461503462185
within_selection_group,SHAP,decision_tree,Decision Tree,sira_predicted_as_dermason,7434,7761,693,21,SIRA,SIRA,0.6,0.42857142857142855,0.03636363636363636,-0.10143424275877753,0.5276021275947007
within_selection_group,SHAP,decision_tree,Decision Tree,sira_predicted_as_dermason,7526,7568,1439,1414,SIRA,SIRA,0.4,0.25,-0.65,0.11771929561884462,0.11771929561884462
within_selection_group,SHAP,decision_tree,Decision Tree,sira_predicted_as_dermason,7526,7604,1439,217,SIRA,SIRA,0.6,0.42857142857142855,0.1090909090909091,0.8038477232129392,0.8038477232129392
within_selection_group,SHAP,decision_tree,Decision Tree,sira_predicted_as_dermason,7526,7683,1439,2179,SIRA,SIRA,0.4,0.25,-0.35000000000000003,-0.14475871538039672,0.18236502700293228
within_selection_group,SHAP,decision_tree,Decision Tree,sira_predicted_as_dermason,7526,7761,1439,21,SIRA,SIRA,0.6,0.42857142857142855,-0.01818181818181818,-0.10590889658636872,0.567564814971966
within_selection_group,SHAP,decision_tree,Decision Tree,sira_predicted_as_dermason,7568,7604,1414,217,SIRA,SIRA,0.4,0.25,-0.35000000000000003,-0.09941820656324198,0.2993400743230643
within_selection_group,SHAP,decision_tree,Decision Tree,sira_predicted_as_dermason,7568,7683,1414,2179,SIRA,SIRA,0.4,0.25,-0.8500000000000001,0.047210394908892964,0.047210394908892964
within_selection_group,SHAP,decision_tree,Decision Tree,sira_predicted_as_dermason,7568,7761,1414,21,SIRA,SIRA,0.2,0.1111111111111111,-0.7272727272727273,0.10582631087143693,0.10582631087143693
within_selection_group,SHAP,decision_tree,Decision Tree,sira_predicted_as_dermason,7604,7683,217,2179,SIRA,SIRA,0.4,0.25,0.25,0.3161919841084974,0.5855419654204754
within_selection_group,SHAP,decision_tree,Decision Tree,sira_predicted_as_dermason,7604,7761,217,21,SIRA,SIRA,0.6,0.42857142857142855,-0.23636363636363636,-0.025507482760843348,0.5290231370612369
within_selection_group,SHAP,decision_tree,Decision Tree,sira_predicted_as_dermason,7683,7761,2179,21,SIRA,SIRA,0.8,0.6666666666666666,-0.14285714285714288,0.4021886918485099,0.4021886918485099
within_selection_group,SHAP,random_forest,Random Forest,barbunya_predicted_as_cali,2573,2590,192,960,BARBUNYA,BARBUNYA,0.8,0.6666666666666666,-0.2571428571428572,0.6084603132567739,0.6084603132567739
within_selection_group,SHAP,random_forest,Random Forest,barbunya_predicted_as_cali,2573,2591,192,66,BARBUNYA,BARBUNYA,0.6,0.42857142857142855,-0.3090909090909091,0.47898900066027617,0.47898900066027617
within_selection_group,SHAP,random_forest,Random Forest,barbunya_predicted_as_cali,2573,2790,192,126,BARBUNYA,BARBUNYA,0.8,0.6666666666666666,0.7142857142857143,0.908425084169964,0.908425084169964
within_selection_group,SHAP,random_forest,Random Forest,barbunya_predicted_as_cali,2573,2883,192,553,BARBUNYA,BARBUNYA,0.6,0.42857142857142855,0.2181818181818182,0.7690334627190815,0.7690334627190815
within_selection_group,SHAP,random_forest,Random Forest,barbunya_predicted_as_cali,2573,3330,192,895,BARBUNYA,BARBUNYA,0.4,0.25,-0.17500000000000002,-0.02077684929036579,0.3142371162939837
within_selection_group,SHAP,random_forest,Random Forest,barbunya_predicted_as_cali,2590,2591,960,66,BARBUNYA,BARBUNYA,0.8,0.6666666666666666,0.48571428571428577,0.393055191719454,0.807528350028519
within_selection_group,SHAP,random_forest,Random Forest,barbunya_predicted_as_cali,2590,2790,960,126,BARBUNYA,BARBUNYA,0.8,0.6666666666666666,-0.3714285714285715,0.298669505207821,0.5553384675269671
within_selection_group,SHAP,random_forest,Random Forest,barbunya_predicted_as_cali,2590,2883,960,553,BARBUNYA,BARBUNYA,0.6,0.42857142857142855,-0.01818181818181818,0.11018165097861214,0.4949462761041844
within_selection_group,SHAP,random_forest,Random Forest,barbunya_predicted_as_cali,2590,3330,960,895,BARBUNYA,BARBUNYA,0.4,0.25,0.25,-0.2130746208633658,0.5684377186198707
within_selection_group,SHAP,random_forest,Random Forest,barbunya_predicted_as_cali,2591,2790,66,126,BARBUNYA,BARBUNYA,0.8,0.6666666666666666,-0.14285714285714288,0.5654774982023594,0.5654774982023594
within_selection_group,SHAP,random_forest,Random Forest,barbunya_predicted_as_cali,2591,2883,66,553,BARBUNYA,BARBUNYA,0.6,0.42857142857142855,0.16363636363636364,0.5102153132841399,0.5102153132841399
within_selection_group,SHAP,random_forest,Random Forest,barbunya_predicted_as_cali,2591,3330,66,895,BARBUNYA,BARBUNYA,0.6,0.42857142857142855,0.5272727272727272,0.6710189951030011,0.6710189951030011
within_selection_group,SHAP,random_forest,Random Forest,barbunya_predicted_as_cali,2790,2883,126,553,BARBUNYA,BARBUNYA,0.8,0.6666666666666666,0.5428571428571429,0.909233868855548,0.909233868855548
within_selection_group,SHAP,random_forest,Random Forest,barbunya_predicted_as_cali,2790,3330,126,895,BARBUNYA,BARBUNYA,0.6,0.42857142857142855,-0.05454545454545455,0.1842617966676146,0.543372170022483
within_selection_group,SHAP,random_forest,Random Forest,barbunya_predicted_as_cali,2883,3330,553,895,BARBUNYA,BARBUNYA,0.6,0.42857142857142855,0.38181818181818183,0.3118755851537987,0.6443126322527842
within_selection_group,SHAP,random_forest,Random Forest,correct_bombay,3450,3869,1567,806,BOMBAY,BOMBAY,1.0,1.0,0.8999999999999998,0.9997966293344599,0.9997966293344599
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,10554,11193,1099,2097,DERMASON,DERMASON,0.8,0.6666666666666666,0.6,0.8310609810961807,0.8310609810961807
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,10554,11538,1099,2056,DERMASON,DERMASON,0.8,0.6666666666666666,0.48571428571428577,0.8250473216443572,0.8250473216443572
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,10554,11678,1099,1622,DERMASON,DERMASON,0.8,0.6666666666666666,0.48571428571428577,0.8084022570106106,0.8084022570106106
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,10554,12185,1099,322,DERMASON,DERMASON,0.8,0.6666666666666666,0.4285714285714286,0.8229597556045047,0.8229597556045047
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,10554,12237,1099,1552,DERMASON,DERMASON,0.8,0.6666666666666666,0.5428571428571429,0.8083562907025096,0.8083562907025096
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,10554,12383,1099,386,DERMASON,DERMASON,0.6,0.42857142857142855,0.4363636363636364,0.7134212532119454,0.7134212532119454
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,10554,12838,1099,2412,DERMASON,DERMASON,0.8,0.6666666666666666,0.2571428571428572,0.7985758633906308,0.7985758633906308
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,11193,11538,2097,2056,DERMASON,DERMASON,1.0,1.0,0.8999999999999998,0.9998224348166451,0.9998224348166451
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,11193,11678,2097,1622,DERMASON,DERMASON,1.0,1.0,0.8999999999999998,0.9981730898627261,0.9981730898627261
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,11193,12185,2097,322,DERMASON,DERMASON,1.0,1.0,0.7,0.9940606407026447,0.9940606407026447
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,11193,12237,2097,1552,DERMASON,DERMASON,0.8,0.6666666666666666,0.8285714285714287,0.8956701522197303,0.8956701522197303
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,11193,12383,2097,386,DERMASON,DERMASON,0.8,0.6666666666666666,0.8285714285714287,0.9179688671295877,0.9179688671295877
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,11193,12838,2097,2412,DERMASON,DERMASON,0.8,0.6666666666666666,0.5428571428571429,0.8329054245998276,0.8329054245998276
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,11538,11678,2056,1622,DERMASON,DERMASON,1.0,1.0,0.9999999999999999,0.9989630577185911,0.9989630577185911
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,11538,12185,2056,322,DERMASON,DERMASON,1.0,1.0,0.8999999999999998,0.9951526390714485,0.9951526390714485
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,11538,12237,2056,1552,DERMASON,DERMASON,0.8,0.6666666666666666,0.8857142857142858,0.8979745120723591,0.8979745120723591
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,11538,12383,2056,386,DERMASON,DERMASON,0.8,0.6666666666666666,0.8857142857142858,0.9196443579886638,0.9196443579886638
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,11538,12838,2056,2412,DERMASON,DERMASON,0.8,0.6666666666666666,0.7714285714285715,0.838610683732966,0.838610683732966
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,11678,12185,1622,322,DERMASON,DERMASON,1.0,1.0,0.8999999999999998,0.993905692241014,0.993905692241014
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,11678,12237,1622,1552,DERMASON,DERMASON,0.8,0.6666666666666666,0.8857142857142858,0.8993298947055133,0.8993298947055133
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,11678,12383,1622,386,DERMASON,DERMASON,0.8,0.6666666666666666,0.8857142857142858,0.919659454935092,0.919659454935092
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,11678,12838,1622,2412,DERMASON,DERMASON,0.8,0.6666666666666666,0.7714285714285715,0.8439967699943182,0.8439967699943182
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,12185,12237,322,1552,DERMASON,DERMASON,0.8,0.6666666666666666,0.7714285714285715,0.8846793173644629,0.8846793173644629
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,12185,12383,322,386,DERMASON,DERMASON,0.8,0.6666666666666666,0.7714285714285715,0.9042501752908905,0.9042501752908905
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,12185,12838,322,2412,DERMASON,DERMASON,0.8,0.6666666666666666,0.8857142857142858,0.8701779280571011,0.8701779280571011
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,12237,12383,1552,386,DERMASON,DERMASON,0.8,0.6666666666666666,0.942857142857143,0.9253253259833086,0.9253253259833086
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,12237,12838,1552,2412,DERMASON,DERMASON,0.8,0.6666666666666666,0.6,0.8483791587091426,0.8483791587091426
within_selection_group,SHAP,random_forest,Random Forest,correct_dermason,12383,12838,386,2412,DERMASON,DERMASON,0.6,0.42857142857142855,0.5818181818181818,0.7401636292826214,0.7401636292826214
within_selection_group,SHAP,random_forest,Random Forest,correct_sira,7636,8943,2067,362,SIRA,SIRA,0.2,0.1111111111111111,-0.2545454545454546,0.37958841101713003,0.37958841101713003
within_selection_group,SHAP,random_forest,Random Forest,correct_sira,7636,9111,2067,186,SIRA,SIRA,0.4,0.25,-0.25,0.4781807169190224,0.4781807169190224
within_selection_group,SHAP,random_forest,Random Forest,correct_sira,7636,9316,2067,462,SIRA,SIRA,0.4,0.25,-0.25,0.4757465725655116,0.4757465725655116
within_selection_group,SHAP,random_forest,Random Forest,correct_sira,7636,9463,2067,1293,SIRA,SIRA,0.4,0.25,-0.25,0.4777095856949409,0.4777095856949409
within_selection_group,SHAP,random_forest,Random Forest,correct_sira,7636,9919,2067,1094,SIRA,SIRA,0.4,0.25,-0.15000000000000002,0.4122886511948627,0.4122886511948627
within_selection_group,SHAP,random_forest,Random Forest,correct_sira,7636,9967,2067,1890,SIRA,SIRA,0.4,0.25,-0.25,0.4983460169183338,0.4983460169183338
within_selection_group,SHAP,random_forest,Random Forest,correct_sira,8943,9111,362,186,SIRA,SIRA,0.8,0.6666666666666666,0.8285714285714287,0.8891393474749445,0.8891393474749445
within_selection_group,SHAP,random_forest,Random Forest,correct_sira,8943,9316,362,462,SIRA,SIRA,0.8,0.6666666666666666,0.8285714285714287,0.8841635171311243,0.8841635171311243
within_selection_group,SHAP,random_forest,Random Forest,correct_sira,8943,9463,362,1293,SIRA,SIRA,0.8,0.6666666666666666,0.8285714285714287,0.8796970778204385,0.8796970778204385
within_selection_group,SHAP,random_forest,Random Forest,correct_sira,8943,9919,362,1094,SIRA,SIRA,0.6,0.42857142857142855,0.16363636363636364,0.6613673580417133,0.6613673580417133
within_selection_group,SHAP,random_forest,Random Forest,correct_sira,8943,9967,362,1890,SIRA,SIRA,0.2,0.1111111111111111,-0.5727272727272728,0.1692250821002386,0.1692250821002386
within_selection_group,SHAP,random_forest,Random Forest,correct_sira,9111,9316,186,462,SIRA,SIRA,1.0,1.0,0.9999999999999999,0.9997453022229926,0.9997453022229926
within_selection_group,SHAP,random_forest,Random Forest,correct_sira,9111,9463,186,1293,SIRA,SIRA,1.0,1.0,0.9999999999999999,0.9994366568074697,0.9994366568074697
within_selection_group,SHAP,random_forest,Random Forest,correct_sira,9111,9919,186,1094,SIRA,SIRA,0.6,0.42857142857142855,-0.05454545454545455,0.6473968491931865,0.6473968491931865
within_selection_group,SHAP,random_forest,Random Forest,correct_sira,9111,9967,186,1890,SIRA,SIRA,0.4,0.25,-0.5,0.2946747325004971,0.2946747325004971
within_selection_group,SHAP,random_forest,Random Forest,correct_sira,9316,9463,462,1293,SIRA,SIRA,1.0,1.0,0.9999999999999999,0.9998578594266943,0.9998578594266943
within_selection_group,SHAP,random_forest,Random Forest,correct_sira,9316,9919,462,1094,SIRA,SIRA,0.6,0.42857142857142855,-0.05454545454545455,0.6501257495442254,0.6501257495442254
within_selection_group,SHAP,random_forest,Random Forest,correct_sira,9316,9967,462,1890,SIRA,SIRA,0.4,0.25,-0.5,0.30238258757490455,0.30238258757490455
within_selection_group,SHAP,random_forest,Random Forest,correct_sira,9463,9919,1293,1094,SIRA,SIRA,0.6,0.42857142857142855,-0.05454545454545455,0.6550508360318287,0.6550508360318287
within_selection_group,SHAP,random_forest,Random Forest,correct_sira,9463,9967,1293,1890,SIRA,SIRA,0.4,0.25,-0.5,0.3084564589322409,0.3084564589322409
within_selection_group,SHAP,random_forest,Random Forest,correct_sira,9919,9967,1094,1890,SIRA,SIRA,0.6,0.42857142857142855,-0.6,0.49622691495860943,0.49622691495860943
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,12877,13136,2335,1480,DERMASON,DERMASON,0.4,0.25,-0.55,0.24183841352013086,0.24183841352013086
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,12877,13322,2335,1696,DERMASON,DERMASON,0.4,0.25,0.05,0.6406400574820863,0.6406400574820863
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,12877,13372,2335,2326,DERMASON,DERMASON,0.6,0.42857142857142855,-0.07272727272727272,0.6254849888101253,0.6254849888101253
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,12877,13381,2335,1676,DERMASON,DERMASON,0.4,0.25,-0.75,0.24116885457822465,0.24116885457822465
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,12877,13395,2335,1719,DERMASON,DERMASON,0.4,0.25,-0.1,0.535289283368189,0.535289283368189
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,12877,13448,2335,2291,DERMASON,DERMASON,0.4,0.25,-0.725,0.2284002220490038,0.2284002220490038
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,12877,13457,2335,2148,DERMASON,DERMASON,0.2,0.1111111111111111,-0.7272727272727273,0.1295016493105834,0.1295016493105834
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,12877,13499,2335,182,DERMASON,DERMASON,0.6,0.42857142857142855,-0.2545454545454545,0.5008640906958094,0.5008640906958094
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,12877,13514,2335,54,DERMASON,DERMASON,0.4,0.25,-0.5750000000000001,0.32403358485835904,0.32403358485835904
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13136,13322,1480,1696,DERMASON,DERMASON,0.4,0.25,-0.8,0.3065965425446574,0.3065965425446574
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13136,13372,1480,2326,DERMASON,DERMASON,0.6,0.42857142857142855,-0.2727272727272727,0.5716689068868079,0.5716689068868079
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13136,13381,1480,1676,DERMASON,DERMASON,0.6,0.42857142857142855,-0.14545454545454545,0.6090140037060158,0.6090140037060158
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13136,13395,1480,1719,DERMASON,DERMASON,0.6,0.42857142857142855,-0.4363636363636364,0.5723129134404711,0.5723129134404711
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13136,13448,1480,2291,DERMASON,DERMASON,0.8,0.6666666666666666,-0.08571428571428573,0.7744529929322641,0.7744529929322641
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13136,13457,1480,2148,DERMASON,DERMASON,0.6,0.42857142857142855,-0.3090909090909091,0.5848302309335068,0.5848302309335068
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13136,13499,1480,182,DERMASON,DERMASON,0.4,0.25,-0.475,0.3865750674783798,0.3865750674783798
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13136,13514,1480,54,DERMASON,DERMASON,0.6,0.42857142857142855,-0.09090909090909091,0.6603289643359619,0.6603289643359619
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13322,13372,1696,2326,DERMASON,DERMASON,0.6,0.42857142857142855,0.38181818181818183,0.695981275970144,0.695981275970144
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13322,13381,1696,1676,DERMASON,DERMASON,0.6,0.42857142857142855,-0.6727272727272727,0.43621857851423235,0.43621857851423235
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13322,13395,1696,1719,DERMASON,DERMASON,0.6,0.42857142857142855,0.2181818181818182,0.6702543424356177,0.6702543424356177
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13322,13448,1696,2291,DERMASON,DERMASON,0.4,0.25,-0.325,0.3458903059213348,0.3458903059213348
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13322,13457,1696,2148,DERMASON,DERMASON,0.4,0.25,-0.325,0.33286008611255613,0.33286008611255613
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13322,13499,1696,182,DERMASON,DERMASON,0.4,0.25,-0.675,0.23645029517506946,0.23645029517506946
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13322,13514,1696,54,DERMASON,DERMASON,0.4,0.25,-0.8500000000000001,0.21150282998874972,0.21150282998874972
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13372,13381,2326,1676,DERMASON,DERMASON,0.6,0.42857142857142855,-0.2909090909090909,0.5748001068194123,0.5748001068194123
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13372,13395,2326,1719,DERMASON,DERMASON,0.8,0.6666666666666666,0.7142857142857143,0.8376247992330393,0.8376247992330393
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13372,13448,2326,2291,DERMASON,DERMASON,0.8,0.6666666666666666,0.028571428571428574,0.7778063476783061,0.7778063476783061
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13372,13457,2326,2148,DERMASON,DERMASON,0.6,0.42857142857142855,0.03636363636363636,0.6149741291235854,0.6149741291235854
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13372,13499,2326,182,DERMASON,DERMASON,0.4,0.25,-0.375,0.38941714944193817,0.38941714944193817
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13372,13514,2326,54,DERMASON,DERMASON,0.4,0.25,-0.45,0.4415841366206683,0.4415841366206683
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13381,13395,1676,1719,DERMASON,DERMASON,0.8,0.6666666666666666,-0.028571428571428574,0.7655422319118056,0.7655422319118056
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13381,13448,1676,2291,DERMASON,DERMASON,0.8,0.6666666666666666,0.48571428571428577,0.833496161006781,0.833496161006781
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13381,13457,1676,2148,DERMASON,DERMASON,0.8,0.6666666666666666,0.48571428571428577,0.8254900066097198,0.8254900066097198
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13381,13499,1676,182,DERMASON,DERMASON,0.6,0.42857142857142855,-0.38181818181818183,0.5425566430531565,0.5425566430531565
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13381,13514,1676,54,DERMASON,DERMASON,0.6,0.42857142857142855,0.6909090909090909,0.7165135642143312,0.7165135642143312
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13395,13448,1719,2291,DERMASON,DERMASON,0.8,0.6666666666666666,-0.028571428571428574,0.7621493010976139,0.7621493010976139
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13395,13457,1719,2148,DERMASON,DERMASON,0.8,0.6666666666666666,-0.028571428571428574,0.754819626995558,0.754819626995558
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13395,13499,1719,182,DERMASON,DERMASON,0.4,0.25,-0.325,0.4101967001664596,0.4101967001664596
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13395,13514,1719,54,DERMASON,DERMASON,0.6,0.42857142857142855,-0.09090909090909091,0.6197995348226296,0.6197995348226296
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13448,13457,2291,2148,DERMASON,DERMASON,0.8,0.6666666666666666,0.7714285714285715,0.8330258091527581,0.8330258091527581
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13448,13499,2291,182,DERMASON,DERMASON,0.4,0.25,-0.125,0.43911005345680465,0.43911005345680465
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13448,13514,2291,54,DERMASON,DERMASON,0.6,0.42857142857142855,0.2,0.6693890156033403,0.6693890156033403
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13457,13499,2148,182,DERMASON,DERMASON,0.4,0.25,-0.125,0.4436825734871758,0.4436825734871758
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13457,13514,2148,54,DERMASON,DERMASON,0.6,0.42857142857142855,0.2,0.6732946838599115,0.6732946838599115
within_selection_group,SHAP,random_forest,Random Forest,dermason_predicted_as_sira,13499,13514,182,54,DERMASON,DERMASON,0.4,0.25,-0.05,0.5996389555553624,0.5996389555553624
within_selection_group,SHAP,random_forest,Random Forest,sira_predicted_as_dermason,7426,7434,942,693,SIRA,SIRA,0.8,0.6666666666666666,0.7142857142857143,0.8573992869316899,0.8573992869316899
within_selection_group,SHAP,random_forest,Random Forest,sira_predicted_as_dermason,7426,7526,942,1439,SIRA,SIRA,0.6,0.42857142857142855,0.14545454545454545,0.6121018370465837,0.6121018370465837
within_selection_group,SHAP,random_forest,Random Forest,sira_predicted_as_dermason,7426,7568,942,1414,SIRA,SIRA,0.4,0.25,-0.65,-0.15017424458812423,0.42705567628838265
within_selection_group,SHAP,random_forest,Random Forest,sira_predicted_as_dermason,7426,7604,942,217,SIRA,SIRA,0.4,0.25,-0.8,-0.13169887324624155,0.3903819731564338
within_selection_group,SHAP,random_forest,Random Forest,sira_predicted_as_dermason,7426,7683,942,2179,SIRA,SIRA,0.8,0.6666666666666666,-0.2571428571428572,0.4804336662789789,0.687208971731768
within_selection_group,SHAP,random_forest,Random Forest,sira_predicted_as_dermason,7426,7761,942,21,SIRA,SIRA,0.4,0.25,-0.55,-0.0009986751222736845,0.31286387410302396
within_selection_group,SHAP,random_forest,Random Forest,sira_predicted_as_dermason,7434,7526,693,1439,SIRA,SIRA,0.8,0.6666666666666666,0.2,0.8067530706653127,0.8067530706653127
within_selection_group,SHAP,random_forest,Random Forest,sira_predicted_as_dermason,7434,7568,693,1414,SIRA,SIRA,0.4,0.25,-0.6000000000000001,0.2584781695920804,0.2584781695920804
within_selection_group,SHAP,random_forest,Random Forest,sira_predicted_as_dermason,7434,7604,693,217,SIRA,SIRA,0.4,0.25,-0.8500000000000001,0.25785798198554266,0.25785798198554266
within_selection_group,SHAP,random_forest,Random Forest,sira_predicted_as_dermason,7434,7683,693,2179,SIRA,SIRA,0.6,0.42857142857142855,0.2,0.6393024223964474,0.6393024223964474
within_selection_group,SHAP,random_forest,Random Forest,sira_predicted_as_dermason,7434,7761,693,21,SIRA,SIRA,0.4,0.25,-0.6000000000000001,0.28191691761313165,0.28191691761313165
within_selection_group,SHAP,random_forest,Random Forest,sira_predicted_as_dermason,7526,7568,1439,1414,SIRA,SIRA,0.4,0.25,-0.8250000000000001,0.26714480844904925,0.26714480844904925
within_selection_group,SHAP,random_forest,Random Forest,sira_predicted_as_dermason,7526,7604,1439,217,SIRA,SIRA,0.4,0.25,-0.9250000000000002,0.2704978577993423,0.2704978577993423
within_selection_group,SHAP,random_forest,Random Forest,sira_predicted_as_dermason,7526,7683,1439,2179,SIRA,SIRA,0.6,0.42857142857142855,-0.16363636363636364,0.5599343203140951,0.5599343203140951
within_selection_group,SHAP,random_forest,Random Forest,sira_predicted_as_dermason,7526,7761,1439,21,SIRA,SIRA,0.4,0.25,-0.5750000000000001,0.26190471185849734,0.26190471185849734
within_selection_group,SHAP,random_forest,Random Forest,sira_predicted_as_dermason,7568,7604,1414,217,SIRA,SIRA,1.0,1.0,0.6,0.992598784682816,0.992598784682816
within_selection_group,SHAP,random_forest,Random Forest,sira_predicted_as_dermason,7568,7683,1414,2179,SIRA,SIRA,0.4,0.25,-0.55,0.31831179207903515,0.31831179207903515
within_selection_group,SHAP,random_forest,Random Forest,sira_predicted_as_dermason,7568,7761,1414,21,SIRA,SIRA,0.4,0.25,-0.2,0.39599860610443316,0.39599860610443316
within_selection_group,SHAP,random_forest,Random Forest,sira_predicted_as_dermason,7604,7683,217,2179,SIRA,SIRA,0.4,0.25,-0.75,0.29154570818422143,0.29154570818422143
within_selection_group,SHAP,random_forest,Random Forest,sira_predicted_as_dermason,7604,7761,217,21,SIRA,SIRA,0.4,0.25,-0.2,0.37545058511690943,0.37545058511690943
within_selection_group,SHAP,random_forest,Random Forest,sira_predicted_as_dermason,7683,7761,2179,21,SIRA,SIRA,0.6,0.42857142857142855,0.16363636363636364,0.7379718527161239,0.7379718527161239
within_selection_group,SHAP,mlp,MLP,barbunya_predicted_as_cali,2573,2590,192,960,BARBUNYA,BARBUNYA,0.8,0.6666666666666666,-0.2571428571428572,0.804305901456372,0.804305901456372
within_selection_group,SHAP,mlp,MLP,barbunya_predicted_as_cali,2573,2591,192,66,BARBUNYA,BARBUNYA,0.6,0.42857142857142855,-0.14545454545454545,0.14057456987074612,0.47234405481514435
